EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,BX_GSE_(@_x_component_)_nT,BY_GSE_(@_y_component_)_nT,BZ_GSE_(@_z_component_)_nT
2008-12-16T06:32:00.000Z,0.382000,0.671000,-1.05300
2008-12-16T06:36:00.000Z,0.320000,0.527000,-1.50500
2008-12-16T06:40:00.000Z,0.501000,0.716000,-1.62300
2008-12-16T06:44:00.000Z,0.567000,0.751000,-1.56700
2008-12-16T06:48:00.000Z,0.761000,1.11200,-1.41700
2008-12-16T06:52:00.000Z,0.904000,0.615000,-1.13500
2008-12-16T06:56:00.000Z,0.372000,-1.22300,-0.392000
2008-12-16T07:00:00.000Z,0.358000,-1.42700,-0.741000
2008-12-16T07:04:00.000Z,0.484000,-0.126000,-0.903000
2008-12-16T07:08:00.000Z,0.318000,2.43900,-0.130000
2008-12-16T07:12:00.000Z,0.544000,2.15200,-0.218000
2008-12-16T07:16:00.000Z,0.757000,1.03300,-0.592000
2008-12-16T07:20:00.000Z,0.628000,1.03900,-0.320000
2008-12-16T07:24:00.000Z,0.450000,-0.793000,-0.436000
2008-12-16T07:28:00.000Z,0.656000,-0.747000,-1.09600
2008-12-16T07:32:00.000Z,0.711000,-0.523000,-0.937000
2008-12-16T07:36:00.000Z,0.611000,-0.763000,-0.805000
2008-12-16T07:40:00.000Z,1.61500,0.294000,-0.784000
2008-12-16T07:44:00.000Z,1.08500,0.0600000,-0.405000
2008-12-16T07:48:00.000Z,-0.197000,-1.29800,-0.446000
2008-12-16T07:52:00.000Z,-0.478000,-1.55500,-0.421000
2008-12-16T07:56:00.000Z,-0.430000,-1.25600,-0.872000
2008-12-16T08:00:00.000Z,-0.264000,-0.609000,-1.12600
2008-12-16T08:04:00.000Z,-0.462000,-0.323000,-0.848000
2008-12-16T08:08:00.000Z,-0.654000,-0.669000,-0.789000
2008-12-16T08:12:00.000Z,-0.782000,-0.838000,-0.719000
2008-12-16T08:16:00.000Z,-0.725000,-0.297000,-0.773000
2008-12-16T08:20:00.000Z,-0.685000,-0.406000,-0.734000
2008-12-16T08:24:00.000Z,-1.10900,-0.451000,-0.757000
2008-12-16T08:28:00.000Z,-0.887000,-0.0380000,-0.854000
2008-12-16T08:32:00.000Z,-0.741000,-0.00900000,-0.809000
2008-12-16T08:36:00.000Z,-0.487000,0.0820000,-0.596000
2008-12-16T08:40:00.000Z,0.330000,0.655000,-0.759000
2008-12-16T08:44:00.000Z,-0.257000,0.290000,-0.505000
2008-12-16T08:48:00.000Z,0.110000,0.521000,-0.532000
2008-12-16T08:52:00.000Z,0.0680000,0.440000,-0.543000
2008-12-16T08:56:00.000Z,-0.0430000,0.112000,-0.542000
2008-12-16T09:00:00.000Z,0.183000,0.215000,-0.325000
2008-12-16T09:04:00.000Z,-0.390000,0.380000,-0.235000
2008-12-16T09:08:00.000Z,-0.0230000,0.797000,-0.766000
2008-12-16T09:12:00.000Z,0.269000,1.12600,-0.788000
2008-12-16T09:16:00.000Z,0.283000,0.852000,-0.863000
2008-12-16T09:20:00.000Z,0.284000,0.908000,-1.04300
2008-12-16T09:24:00.000Z,-0.214000,0.666000,-0.960000
2008-12-16T09:28:00.000Z,0.262000,0.961000,-1.69900
2008-12-16T09:32:00.000Z,0.311000,0.860000,-1.96300
2008-12-16T09:36:00.000Z,0.533000,1.18100,-2.08900
2008-12-16T09:40:00.000Z,0.337000,0.972000,-2.04100
2008-12-16T09:44:00.000Z,-0.603000,0.453000,-2.14800
2008-12-16T09:48:00.000Z,-0.112000,0.628000,-2.09900
2008-12-16T09:52:00.000Z,-0.124000,0.631000,-2.12700
2008-12-16T09:56:00.000Z,-0.473000,0.817000,-2.21200
2008-12-16T10:00:00.000Z,-0.129000,1.24300,-2.43600
2008-12-16T10:04:00.000Z,-0.506000,0.179000,-0.674000
2008-12-16T10:08:00.000Z,-1.96600,-1.89100,2.16600
2008-12-16T10:12:00.000Z,-2.65000,-2.73500,2.46700
2008-12-16T10:16:00.000Z,-3.62500,-3.31700,1.32100
2008-12-16T10:20:00.000Z,-4.08300,-3.70200,0.690000
2008-12-16T10:24:00.000Z,-3.98600,-3.54500,0.0100000
2008-12-16T10:28:00.000Z,-4.02500,-3.40700,-0.454000
2008-12-16T10:32:00.000Z,-3.44000,-3.70300,-0.440000
2008-12-16T10:36:00.000Z,-3.19900,-3.70000,-0.0930000
2008-12-16T10:40:00.000Z,-3.25900,-3.67800,-1.75700
2008-12-16T10:44:00.000Z,-2.52700,-4.37200,-2.39300
2008-12-16T10:48:00.000Z,-1.61700,-3.10800,-3.64700
2008-12-16T10:52:00.000Z,-0.651000,-1.93900,-3.97000
2008-12-16T10:56:00.000Z,-2.29500,-3.44600,-0.239000
2008-12-16T11:00:00.000Z,-3.49000,-5.19900,4.83300
2008-12-16T11:04:00.000Z,-3.94000,-5.59700,4.39100
2008-12-16T11:08:00.000Z,-4.00700,-6.81100,2.21800
2008-12-16T11:12:00.000Z,-3.52000,-6.76500,3.34900
2008-12-16T11:16:00.000Z,-4.37100,-5.64100,3.71400
2008-12-16T11:20:00.000Z,-4.36700,-4.69100,4.33200
2008-12-16T11:24:00.000Z,-4.68100,-5.78200,2.57200
2008-12-16T11:28:00.000Z,-5.07400,-5.68800,2.14100
2008-12-16T11:32:00.000Z,-4.88500,-6.27500,0.954000
2008-12-16T11:36:00.000Z,-4.85500,-6.38400,0.624000
2008-12-16T11:40:00.000Z,-6.26700,-4.84400,-0.173000
2008-12-16T11:44:00.000Z,-6.57000,-4.32500,-1.39200
2008-12-16T11:48:00.000Z,-4.11200,-6.37100,-0.672000
2008-12-16T11:52:00.000Z,-4.19000,-6.24300,-1.76900
2008-12-16T11:56:00.000Z,-4.41700,-5.86500,-2.39100
2008-12-16T12:00:00.000Z,-4.07100,-5.74700,-2.83100
2008-12-16T12:04:00.000Z,-4.16200,-5.91200,-1.51400
2008-12-16T12:08:00.000Z,-4.12800,-5.66700,-1.36500
2008-12-16T12:12:00.000Z,-4.41500,-5.18500,-1.62500
2008-12-16T12:16:00.000Z,-4.65800,-4.74600,-2.06500
2008-12-16T12:20:00.000Z,-4.69800,-4.87900,-1.49000
2008-12-16T12:24:00.000Z,-5.09400,-4.06700,-2.68700
2008-12-16T12:28:00.000Z,-4.28900,-4.70100,-2.25400
2008-12-16T12:32:00.000Z,-4.31000,-3.93900,-2.69500
2008-12-16T12:36:00.000Z,-4.34100,-4.01600,-2.21900
2008-12-16T12:40:00.000Z,-4.32600,-4.01400,-2.12300
2008-12-16T12:44:00.000Z,-4.40500,-3.40900,-2.85300
2008-12-16T12:48:00.000Z,-4.41700,-2.91400,-3.19900
2008-12-16T12:52:00.000Z,-4.24200,-1.95400,-3.53100
2008-12-16T12:56:00.000Z,-4.21900,-1.36200,-3.93500
2008-12-16T13:00:00.000Z,-3.98800,-0.390000,-3.82600
2008-12-16T13:04:00.000Z,-3.90400,-0.489000,-3.58100
2008-12-16T13:08:00.000Z,-3.69700,-0.801000,-3.36600
2008-12-16T13:12:00.000Z,-3.33200,-2.33000,-3.33800
2008-12-16T13:16:00.000Z,-3.10200,-1.82200,-3.40500
2008-12-16T13:20:00.000Z,-3.03900,-1.70400,-3.02500
2008-12-16T13:24:00.000Z,-3.31700,-1.43300,-2.75500
2008-12-16T13:28:00.000Z,-3.38600,-1.18700,-2.36900
2008-12-16T13:32:00.000Z,-2.43500,-2.59600,-2.05200
2008-12-16T13:36:00.000Z,-2.71300,-2.97200,-1.43100
2008-12-16T13:40:00.000Z,-2.81200,-3.31000,-0.841000
2008-12-16T13:44:00.000Z,-2.33500,-3.70200,-1.14700
2008-12-16T13:48:00.000Z,-1.86600,-3.45300,-1.29700
2008-12-16T13:52:00.000Z,-1.75800,-1.24900,-3.06500
2008-12-16T13:56:00.000Z,-1.75000,-1.84900,-2.59600
2008-12-16T14:00:00.000Z,-1.14300,-2.54800,-2.04400
2008-12-16T14:04:00.000Z,-2.01300,-3.85200,-2.30000
2008-12-16T14:08:00.000Z,-2.04100,-4.86100,-1.94300
2008-12-16T14:12:00.000Z,-2.23200,-5.09800,-2.02800
2008-12-16T14:16:00.000Z,-2.80400,-3.63100,-2.68200
2008-12-16T14:20:00.000Z,-3.12000,-3.51500,-2.34800
2008-12-16T14:24:00.000Z,-2.65800,-4.09700,-2.05000
2008-12-16T14:28:00.000Z,-2.88700,-3.66400,-2.13500
2008-12-16T14:32:00.000Z,-2.94800,-3.34600,-2.84900
2008-12-16T14:36:00.000Z,-2.24700,-2.82700,-2.57300
2008-12-16T14:40:00.000Z,-1.71200,-2.48400,-3.57300
2008-12-16T14:44:00.000Z,-2.45600,-1.87600,-3.57600
2008-12-16T14:48:00.000Z,-2.20400,-1.89400,-3.83200
2008-12-16T14:52:00.000Z,-2.47900,-1.30200,-3.89400
2008-12-16T14:56:00.000Z,-1.67300,-0.609000,-3.97200
2008-12-16T15:00:00.000Z,-1.61100,-1.78500,-3.57700
2008-12-16T15:04:00.000Z,-2.69900,-1.51600,-3.60300
2008-12-16T15:08:00.000Z,-1.84700,-1.11600,-3.81300
2008-12-16T15:12:00.000Z,-1.50200,-0.866000,-3.77800
2008-12-16T15:16:00.000Z,-1.55100,-0.645000,-3.46200
2008-12-16T15:20:00.000Z,-1.66900,-0.519000,-3.75300
2008-12-16T15:24:00.000Z,-1.43000,-0.233000,-3.47800
2008-12-16T15:28:00.000Z,-1.25500,-3.12700,0.0220000
2008-12-16T15:32:00.000Z,-1.83100,-3.13600,-1.27800
2008-12-16T15:36:00.000Z,-2.23800,-2.92300,-1.10400
2008-12-16T15:40:00.000Z,-2.73000,-2.23600,-1.69700
2008-12-16T15:44:00.000Z,-2.80100,-1.74600,-2.04600
2008-12-16T15:48:00.000Z,-3.41100,-0.546000,-1.10100
2008-12-16T15:52:00.000Z,-3.46900,-0.540000,-0.362000
2008-12-16T15:56:00.000Z,-3.07800,-1.08500,-1.18700
2008-12-16T16:00:00.000Z,0.800000,-2.27900,-0.0600000
2008-12-16T16:04:00.000Z,1.12900,-1.77600,0.0470000
2008-12-16T16:08:00.000Z,0.840000,-2.17700,-0.525000
2008-12-16T16:12:00.000Z,0.226000,-2.27200,-0.967000
2008-12-16T16:16:00.000Z,-0.0380000,-2.27900,-1.15200
2008-12-16T16:20:00.000Z,-0.818000,-1.68100,-1.40800
2008-12-16T16:24:00.000Z,-1.31700,-2.45800,-1.56500
2008-12-16T16:28:00.000Z,-1.53400,-1.70000,-2.13600
2008-12-16T16:32:00.000Z,-1.45600,-1.46100,-1.95500
2008-12-16T16:36:00.000Z,-1.56800,-1.60300,-2.09700
2008-12-16T16:40:00.000Z,-1.93600,-0.532000,-2.37400
2008-12-16T16:44:00.000Z,-1.10900,0.403000,-2.15500
2008-12-16T16:48:00.000Z,-1.40400,1.24900,-1.39700
2008-12-16T16:52:00.000Z,-1.39300,-0.320000,-1.83200
2008-12-16T16:56:00.000Z,-0.883000,-1.99800,-1.06500
2008-12-16T17:00:00.000Z,-1.32600,-1.64500,-1.32200
2008-12-16T17:04:00.000Z,-1.50500,-0.341000,-1.87100
2008-12-16T17:08:00.000Z,-1.97500,0.761000,-2.49200
2008-12-16T17:12:00.000Z,-2.27400,0.545000,-2.61500
2008-12-16T17:16:00.000Z,-2.56100,-1.77400,-1.32200
2008-12-16T17:20:00.000Z,-2.54800,-2.83400,-0.800000
2008-12-16T17:24:00.000Z,-2.61900,-2.59800,-0.902000
2008-12-16T17:28:00.000Z,-2.23000,-2.61400,-1.30400
2008-12-16T17:32:00.000Z,-2.10100,-2.66800,-1.33300
2008-12-16T17:36:00.000Z,-2.29200,-2.56700,-1.57300
2008-12-16T17:40:00.000Z,-2.80700,-2.03800,-2.09800
2008-12-16T17:44:00.000Z,-2.68500,-2.07900,-1.72100
2008-12-16T17:48:00.000Z,-2.95200,-2.07100,-0.946000
2008-12-16T17:52:00.000Z,-3.10700,-2.06100,-0.384000
2008-12-16T17:56:00.000Z,-2.67300,-2.37600,-1.58800
2008-12-16T18:00:00.000Z,-2.81700,-1.93200,-0.630000
2008-12-16T18:04:00.000Z,-3.06100,-1.50800,-0.192000
2008-12-16T18:08:00.000Z,-3.22300,-1.02400,-0.889000
2008-12-16T18:12:00.000Z,-3.25600,-1.13500,-1.39100
2008-12-16T18:16:00.000Z,-2.12200,-1.93900,-2.28500
2008-12-16T18:20:00.000Z,-1.90500,-2.02900,-2.56900
2008-12-16T18:24:00.000Z,-1.91100,-2.35600,-2.74100
2008-12-16T18:28:00.000Z,-2.22600,-2.21800,-2.68100
2008-12-16T18:32:00.000Z,-1.54000,-2.04200,-2.78300
2008-12-16T18:36:00.000Z,-1.62900,-1.70700,-3.09900
2008-12-16T18:40:00.000Z,-1.27900,-1.39900,-3.47400
2008-12-16T18:44:00.000Z,-1.38200,-1.09600,-3.27400
2008-12-16T18:48:00.000Z,-1.41200,-0.863000,-3.21600
2008-12-16T18:52:00.000Z,-1.34200,-0.534000,-3.26100
2008-12-16T18:56:00.000Z,-1.77400,-0.862000,-2.86100
2008-12-16T19:00:00.000Z,-1.59400,-0.857000,-3.19500
2008-12-16T19:04:00.000Z,-1.53200,-0.795000,-3.03300
2008-12-16T19:08:00.000Z,-1.10000,-0.0890000,-3.03200
2008-12-16T19:12:00.000Z,-1.43600,-0.878000,-1.71400
2008-12-16T19:16:00.000Z,-2.45900,-2.34300,2.15600
2008-12-16T19:20:00.000Z,-1.59500,-2.79400,4.26500
2008-12-16T19:24:00.000Z,-1.88700,-2.73900,4.98900
2008-12-16T19:28:00.000Z,-2.21800,-3.38900,4.50800
2008-12-16T19:32:00.000Z,-2.41500,-3.64800,4.17700
2008-12-16T19:36:00.000Z,-2.12500,-3.93400,4.20700
2008-12-16T19:40:00.000Z,-1.96900,-3.83100,4.45100
2008-12-16T19:44:00.000Z,-3.13600,-5.29400,2.45900
2008-12-16T19:48:00.000Z,-3.09900,-5.60900,1.74400
2008-12-16T19:52:00.000Z,-3.10900,-5.87100,1.20100
2008-12-16T19:56:00.000Z,-3.36500,-6.05700,0.490000
2008-12-16T20:00:00.000Z,-3.25800,-6.28800,0.419000
2008-12-16T20:04:00.000Z,-3.37600,-6.35000,0.396000
2008-12-16T20:08:00.000Z,-3.47000,-5.86800,-0.0870000
2008-12-16T20:12:00.000Z,-3.03100,-6.00900,-0.241000
2008-12-16T20:16:00.000Z,-3.02400,-5.94000,0.0790000
2008-12-16T20:20:00.000Z,-3.24800,-5.84700,0.0680000
2008-12-16T20:24:00.000Z,-3.11100,-6.31000,-0.503000
2008-12-16T20:28:00.000Z,-2.91400,-5.66900,-0.417000
2008-12-16T20:32:00.000Z,-3.37300,-4.70600,0.714000
2008-12-16T20:36:00.000Z,-2.90900,-5.21200,-0.117000
2008-12-16T20:40:00.000Z,-3.17300,-5.20300,-0.0560000
2008-12-16T20:44:00.000Z,-3.26200,-5.82800,-1.25100
2008-12-16T20:48:00.000Z,-2.93500,-5.23100,-0.990000
2008-12-16T20:52:00.000Z,-2.80600,-5.44100,-0.543000
2008-12-16T20:56:00.000Z,-2.91400,-5.54900,-0.687000
2008-12-16T21:00:00.000Z,-2.73600,-5.42800,-1.50300
2008-12-16T21:04:00.000Z,-2.91900,-5.49200,-2.19600
2008-12-16T21:08:00.000Z,-2.87300,-5.45000,-2.69000
2008-12-16T21:12:00.000Z,-2.61400,-5.04000,-2.54300
2008-12-16T21:16:00.000Z,-2.53300,-3.16900,-3.35200
2008-12-16T21:20:00.000Z,-1.70900,-2.21400,-3.36000
2008-12-16T21:24:00.000Z,-1.81600,-2.05300,-3.76600
2008-12-16T21:28:00.000Z,-1.46400,-1.88100,-3.67800
2008-12-16T21:32:00.000Z,-0.467000,-1.26000,-3.95100
2008-12-16T21:36:00.000Z,-0.812000,-1.17300,-3.53400
2008-12-16T21:40:00.000Z,-0.879000,-0.829000,-3.17900
2008-12-16T21:44:00.000Z,-0.673000,-0.664000,-3.25100
2008-12-16T21:48:00.000Z,-0.739000,-0.211000,-3.82200
2008-12-16T21:52:00.000Z,-0.893000,-1.46300,-3.54500
2008-12-16T21:56:00.000Z,-1.00500,-0.895000,-3.85800
2008-12-16T22:00:00.000Z,-1.43000,-4.22800,0.472000
2008-12-16T22:04:00.000Z,-1.53200,-5.38100,2.43100
2008-12-16T22:08:00.000Z,-1.61500,-4.57600,-1.36100
2008-12-16T22:12:00.000Z,-1.61300,-5.96200,-0.661000
2008-12-16T22:16:00.000Z,-1.91600,-5.16900,-0.0150000
2008-12-16T22:20:00.000Z,-1.43300,-3.50500,-0.275000
2008-12-16T22:24:00.000Z,-1.79700,-2.97800,-0.714000
2008-12-16T22:28:00.000Z,-2.45300,-3.86800,-0.944000
2008-12-16T22:32:00.000Z,-2.33800,-4.20800,-1.26200
2008-12-16T22:36:00.000Z,-2.60200,-4.51000,-1.24400
2008-12-16T22:40:00.000Z,-1.57100,-2.99000,-0.531000
2008-12-16T22:44:00.000Z,-2.01200,-3.71800,0.241000
2008-12-16T22:48:00.000Z,-1.32600,-2.88000,-0.0180000
2008-12-16T22:52:00.000Z,0.673000,1.43500,-2.10600
2008-12-16T22:56:00.000Z,0.534000,2.19100,-1.48600
2008-12-16T23:00:00.000Z,0.297000,2.09500,-1.44100
2008-12-16T23:04:00.000Z,0.224000,2.68900,-2.01000
2008-12-16T23:08:00.000Z,0.252000,2.55400,-1.89600
2008-12-16T23:12:00.000Z,0.460000,1.29400,-1.71000
2008-12-16T23:16:00.000Z,-0.528000,0.510000,-1.32000
2008-12-16T23:20:00.000Z,-0.966000,-2.63300,2.42300
2008-12-16T23:24:00.000Z,-2.28900,-4.69100,3.68300
2008-12-16T23:28:00.000Z,-2.16700,-5.05300,3.41000
2008-12-16T23:32:00.000Z,-2.17300,-4.80800,3.67400
2008-12-16T23:36:00.000Z,-2.52300,-5.28500,3.12100
2008-12-16T23:40:00.000Z,-2.16100,-5.52200,2.68400
2008-12-16T23:44:00.000Z,-2.37100,-5.83300,1.51200
2008-12-16T23:48:00.000Z,-2.70300,-5.71600,0.276000
2008-12-16T23:52:00.000Z,-2.43400,-4.85400,-0.794000
2008-12-16T23:56:00.000Z,-2.19100,-4.27100,-1.28600
2008-12-17T00:00:00.000Z,-2.21600,-3.87100,-2.22900
2008-12-17T00:04:00.000Z,-1.82100,-4.23200,-2.09100
2008-12-17T00:08:00.000Z,-2.30100,-3.91100,-2.31500
2008-12-17T00:12:00.000Z,-2.45700,-4.10800,-2.80400
2008-12-17T00:16:00.000Z,-2.29500,-4.01200,-3.43900
2008-12-17T00:20:00.000Z,-1.72800,-3.80400,-3.71400
2008-12-17T00:24:00.000Z,-1.72400,-3.57500,-3.98800
2008-12-17T00:28:00.000Z,-1.61500,-3.46500,-4.27200
2008-12-17T00:32:00.000Z,-1.65600,-2.92700,-4.90800
2008-12-17T00:36:00.000Z,-1.69700,-2.45400,-5.63300
2008-12-17T00:40:00.000Z,-1.80500,-1.45200,-6.10900
2008-12-17T00:44:00.000Z,-1.65300,-1.76800,-5.56100
2008-12-17T00:48:00.000Z,-1.50300,-1.60200,-5.73600
2008-12-17T00:52:00.000Z,-0.892000,-1.53100,-6.01400
2008-12-17T00:56:00.000Z,-1.69800,-1.19000,-6.19900
2008-12-17T01:00:00.000Z,-0.620000,0.161000,-6.75200
2008-12-17T01:04:00.000Z,-0.839000,0.207000,-6.63500
2008-12-17T01:08:00.000Z,-1.48200,-0.0360000,-6.63700
2008-12-17T01:12:00.000Z,-1.26000,0.537000,-6.71900
2008-12-17T01:16:00.000Z,-1.41500,1.13900,-6.39000
2008-12-17T01:20:00.000Z,-1.39200,3.44500,-5.43500
2008-12-17T01:24:00.000Z,-0.915000,3.85200,-5.17200
2008-12-17T01:28:00.000Z,-0.478000,3.39400,-4.75300
2008-12-17T01:32:00.000Z,-0.308000,3.06700,-4.89800
2008-12-17T01:36:00.000Z,0.0890000,4.02800,-3.66100
2008-12-17T01:40:00.000Z,0.132000,4.31700,-3.82900
2008-12-17T01:44:00.000Z,0.276000,3.64900,-4.24000
2008-12-17T01:48:00.000Z,0.509000,3.20000,-4.27000
2008-12-17T01:52:00.000Z,0.853000,3.59400,-3.70400
2008-12-17T01:56:00.000Z,0.831000,3.82100,-5.03700
2008-12-17T02:00:00.000Z,3.75000,2.62200,-3.37400
2008-12-17T02:04:00.000Z,0.634000,-1.14900,-4.62300
2008-12-17T02:08:00.000Z,-0.249000,-2.37700,1.41400
2008-12-17T02:12:00.000Z,-0.397000,-5.63700,1.04400
2008-12-17T02:16:00.000Z,-0.612000,-6.98700,-0.359000
2008-12-17T02:20:00.000Z,-0.671000,-6.43400,-0.728000
2008-12-17T02:24:00.000Z,-1.37400,-6.12900,-0.487000
2008-12-17T02:28:00.000Z,-1.62400,-5.78900,-1.21900
2008-12-17T02:32:00.000Z,-2.10200,-6.22400,-1.33700
2008-12-17T02:36:00.000Z,-2.01600,-7.39900,1.53100
2008-12-17T02:40:00.000Z,-1.21900,-7.30900,3.07400
2008-12-17T02:44:00.000Z,-0.939000,-7.16700,3.83300
2008-12-17T02:48:00.000Z,-0.274000,-6.78600,4.43800
2008-12-17T02:52:00.000Z,-0.370000,-6.89700,4.79100
2008-12-17T02:56:00.000Z,-0.327000,-6.92800,4.97700
2008-12-17T03:00:00.000Z,-0.555000,-6.84000,5.02000
2008-12-17T03:04:00.000Z,-0.300000,-6.67000,5.20500
2008-12-17T03:08:00.000Z,-0.0550000,-6.81500,5.22000
2008-12-17T03:12:00.000Z,0.397000,-6.11900,5.79300
2008-12-17T03:16:00.000Z,0.965000,-5.20000,6.41400
2008-12-17T03:20:00.000Z,1.06700,-4.48800,6.74500
2008-12-17T03:24:00.000Z,0.840000,-4.11600,6.78600
2008-12-17T03:28:00.000Z,0.449000,-4.70200,6.38500
2008-12-17T03:32:00.000Z,0.448000,-3.82200,6.63200
2008-12-17T03:36:00.000Z,-1.30800,-5.44400,5.02000
2008-12-17T03:40:00.000Z,-2.41000,-7.43200,4.74200
2008-12-17T03:44:00.000Z,-2.45600,-7.63300,4.77500
2008-12-17T03:48:00.000Z,-2.39900,-7.82100,4.84800
2008-12-17T03:52:00.000Z,-2.46600,-8.05000,4.54500
2008-12-17T03:56:00.000Z,-2.35800,-8.03900,4.62800
2008-12-17T04:00:00.000Z,-2.12000,-7.97200,4.83700
2008-12-17T04:04:00.000Z,-2.76000,-8.42500,3.79200
2008-12-17T04:08:00.000Z,-2.62200,-8.48200,3.78900
2008-12-17T04:12:00.000Z,-2.81400,-8.57100,3.52100
2008-12-17T04:16:00.000Z,-2.74200,-8.63500,3.45600
2008-12-17T04:20:00.000Z,-2.88900,-8.74000,2.99600
2008-12-17T04:24:00.000Z,-2.98800,-8.75100,2.74000
2008-12-17T04:28:00.000Z,-2.72100,-8.60100,3.25300
2008-12-17T04:32:00.000Z,-2.73100,-8.61900,3.16500
2008-12-17T04:36:00.000Z,-2.66100,-8.61800,3.10600
2008-12-17T04:40:00.000Z,-2.67600,-8.65800,2.83900
2008-12-17T04:44:00.000Z,-2.82700,-8.70600,2.49800
2008-12-17T04:48:00.000Z,-2.72900,-8.72500,2.48400
2008-12-17T04:52:00.000Z,-2.50200,-8.77200,2.48000
2008-12-17T04:56:00.000Z,-2.58700,-8.76200,2.34200
2008-12-17T05:00:00.000Z,-2.61800,-8.74800,2.24300
2008-12-17T05:04:00.000Z,-2.56200,-8.72300,2.38000
2008-12-17T05:08:00.000Z,-2.78000,-8.78700,1.82900
2008-12-17T05:12:00.000Z,-3.09200,-8.77200,1.33500
2008-12-17T05:16:00.000Z,-3.16800,-8.74700,1.08100
2008-12-17T05:20:00.000Z,-3.14200,-8.70000,1.24600
2008-12-17T05:24:00.000Z,-3.39600,-8.63400,0.982000
2008-12-17T05:28:00.000Z,-3.27200,-8.66800,0.800000
2008-12-17T05:32:00.000Z,-2.68400,-8.79000,1.29700
2008-12-17T05:36:00.000Z,-2.55600,-8.82700,1.36300
2008-12-17T05:40:00.000Z,-2.63100,-8.82700,0.932000
2008-12-17T05:44:00.000Z,-2.14300,-8.92200,0.828000
2008-12-17T05:48:00.000Z,-2.58400,-8.77400,1.04000
2008-12-17T05:52:00.000Z,-2.79000,-8.77100,0.512000
2008-12-17T05:56:00.000Z,-2.69200,-8.77600,0.669000
2008-12-17T06:00:00.000Z,-2.72900,-8.73300,0.659000
2008-12-17T06:04:00.000Z,-2.61000,-8.74300,0.528000
2008-12-17T06:08:00.000Z,-2.59500,-8.72600,0.413000
2008-12-17T06:12:00.000Z,-2.36600,-8.77400,0.394000
2008-12-17T06:16:00.000Z,-2.27100,-8.78300,0.405000
2008-12-17T06:20:00.000Z,-2.44600,-8.73100,0.0430000
2008-12-17T06:24:00.000Z,-2.45900,-8.67600,-0.189000
2008-12-17T06:28:00.000Z,-2.42400,-8.71400,-0.186000
2008-12-17T06:32:00.000Z,-2.10900,-8.72300,0.0280000
2008-12-17T06:36:00.000Z,-1.80100,-8.75700,0.351000
2008-12-17T06:40:00.000Z,-1.69300,-8.75100,0.228000
2008-12-17T06:44:00.000Z,-1.68900,-8.73800,0.143000
2008-12-17T06:48:00.000Z,-1.84500,-8.70200,-0.122000
2008-12-17T06:52:00.000Z,-1.87200,-8.69800,-0.152000
2008-12-17T06:56:00.000Z,-2.10700,-8.60700,-0.643000
2008-12-17T07:00:00.000Z,-1.97600,-8.62200,-0.312000
2008-12-17T07:04:00.000Z,-1.86600,-8.64800,-0.186000
2008-12-17T07:08:00.000Z,-1.80400,-8.55200,-0.259000
2008-12-17T07:12:00.000Z,-1.81700,-8.44100,-0.470000
2008-12-17T07:16:00.000Z,-1.84300,-8.26800,-0.480000
2008-12-17T07:20:00.000Z,-1.77900,-8.24700,-0.373000
2008-12-17T07:24:00.000Z,-1.71800,-8.20300,-0.600000
2008-12-17T07:28:00.000Z,-1.62500,-8.18000,-0.698000
2008-12-17T07:32:00.000Z,-1.58600,-8.24000,-0.119000
2008-12-17T07:36:00.000Z,-1.48100,-8.46000,-0.454000
2008-12-17T07:40:00.000Z,-1.94100,-8.12600,-1.83900
2008-12-17T07:44:00.000Z,-1.84600,-8.32800,-1.17400
2008-12-17T07:48:00.000Z,-1.68000,-8.36500,-1.27500
2008-12-17T07:52:00.000Z,-1.56900,-8.39600,-1.50500
2008-12-17T07:56:00.000Z,-1.40700,-8.37300,-1.69200
2008-12-17T08:00:00.000Z,-1.35100,-8.34800,-1.78200
2008-12-17T08:04:00.000Z,-1.35200,-8.27200,-1.95000
2008-12-17T08:08:00.000Z,-1.40700,-8.37500,-1.42500
2008-12-17T08:12:00.000Z,-1.25800,-8.45100,-0.937000
2008-12-17T08:16:00.000Z,-0.824000,-8.49100,-0.982000
2008-12-17T08:20:00.000Z,-0.742000,-8.48500,-0.532000
2008-12-17T08:24:00.000Z,-0.965000,-8.43300,-0.679000
2008-12-17T08:28:00.000Z,-0.942000,-8.41100,-0.546000
2008-12-17T08:32:00.000Z,-0.936000,-8.39300,-0.591000
2008-12-17T08:36:00.000Z,-1.08000,-8.40600,-0.836000
2008-12-17T08:40:00.000Z,-1.05000,-8.39100,-0.968000
2008-12-17T08:44:00.000Z,-0.963000,-8.39600,-0.876000
2008-12-17T08:48:00.000Z,-0.961000,-8.37700,-0.945000
2008-12-17T08:52:00.000Z,-0.940000,-8.35600,-1.08400
2008-12-17T08:56:00.000Z,-0.938000,-8.35100,-1.06500
2008-12-17T09:00:00.000Z,-0.933000,-8.37300,-0.961000
2008-12-17T09:04:00.000Z,-0.883000,-8.36000,-0.890000
2008-12-17T09:08:00.000Z,-0.814000,-8.34900,-0.960000
2008-12-17T09:12:00.000Z,-0.847000,-8.33300,-0.869000
2008-12-17T09:16:00.000Z,-0.650000,-8.37900,-0.481000
2008-12-17T09:20:00.000Z,-0.870000,-8.20200,-1.42100
